Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
230,3/20/2017 10:10,3/20/2017 10:15,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490018864_58cfe2307c4046.69674888,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.188.66,-73.51699829,40.72280121,United States,Levittown,NY,11756,1759,Cohort 27,50344,Q445,,,,,,,,,,,,11,,,Self-contained,,,,Special Education,2/8/2017,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing,,Effective,,Average,
231,3/20/2017 12:49,3/20/2017 12:55,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490028559_58d0080f1bde55.95752237,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50147,X267,,,,,,,,7,,,,,,,,SETTS,,,Special Education,3/20/2017,Developing,Developing,Developing,,Developing,Ineffective,Ineffective,,N/A,Developing,Developing,,Developing+,,Below Average,
232,3/20/2017 17:37,3/20/2017 17:39,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490045862_58d04ba6d20ae0.03040243,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,24.90.204.46,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,621,Cohort 27,50461,K464,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,3/13/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Effective+,,Above Average,
233,3/20/2017 17:39,3/20/2017 17:42,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490045991_58d04c27a2e5e4.89945444,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,24.90.204.46,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,621,Cohort 27,50052,K301,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,3/17/2017,Highly Effective,Highly Effective,Highly Effective,,Effective+,Highly Effective,Highly Effective,,Effective+,Effective+,Effective,,Highly Effective,,Top 10%,
234,3/20/2017 17:44,3/20/2017 17:46,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490046270_58d04d3e0ed4a4.17668058,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,24.90.204.46,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,621,Cohort 27,50115,K12,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,3/20/2017,Effective+,Effective+,Effective+,,Effective,Effective,Effective+,,Developing+,Effective,Effective,,Highly Effective,,Above Average,
235,3/20/2017 17:47,3/20/2017 17:48,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490046426_58d04ddaedd4e5.19954521,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,24.90.204.46,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,621,Cohort 27,50115,K412,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,3/16/2017,Effective+,Effective+,Effective+,,Effective,Effective+,Effective+,,Developing+,Effective,Effective,,Effective+,,Above Average,
236,3/20/2017 18:55,3/20/2017 18:58,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490049421_58d0598d597f28.46644072,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,24.90.204.46,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,621,Cohort 27,50939,K670,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,3/20/2017,Developing+,Developing+,Developing+,,Effective,Effective,Developing+,,Developing+,Effective,Developing+,,Effective,,Average,
237,3/20/2017 20:45,3/20/2017 20:50,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490057100_58d0778c2e37f1.23414786,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,108.29.52.137,-73.58139801,40.75699997,United States,Westbury,NY,11590,2076,Cohort 27,50365,Q455,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,2/7/2017,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Effective+,Highly Effective,Effective+,,Highly Effective,,Top 10%,
238,3/20/2017 20:53,3/20/2017 20:58,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490057461_58d078f5dd8dc9.39592712,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,108.29.52.137,-73.58139801,40.75699997,United States,Westbury,NY,11590,2076,Cohort 27,50514,Q455,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,2/7/2017,Developing+,Effective,Effective,,Developing+,Effective+,Effective+,,Developing+,Effective,Developing+,,Effective+,,Average,
239,3/20/2017 20:59,3/20/2017 21:04,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490057950_58d07ade1c0860.65461988,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,108.29.52.137,-73.58139801,40.75699997,United States,Westbury,NY,11590,2076,Cohort 27,50290,Q475,,,,,,,,,,,10,,,,Self-contained,,,,Special Education,2/17/2017,Effective+,Effective+,Effective+,,Effective+,Highly Effective,Highly Effective,,Effective+,Effective+,Effective+,,Highly Effective,,Above Average,
240,3/20/2017 21:04,3/20/2017 21:09,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490058279_58d07c27aee0a9.24015712,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,108.29.52.137,-73.58139801,40.75699997,United States,Westbury,NY,11590,2076,Cohort 27,50524,K586,,,,,,,,,,9,,,,,,,,,Special Education,2/15/2017,Developing+,Developing,Developing+,,Developing+,Effective,Developing+,,Developing+,Developing,Developing,,Developing+,,Below Average,
241,3/21/2017 10:56,3/21/2017 11:01,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490108184_58d13f182941c2.06482999,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50110,M427,,,,,,,,,,9,,,,,,SETTS,,,Special Education,3/21/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,Developing+,,Effective,,Above Average,
242,3/21/2017 11:01,3/21/2017 11:09,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490108500_58d1405429c953.42416396,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,69.10.67.50,-73.95030212,40.76250076,United States,New York,NY,10044,1808,Cohort 27,50977,K543,,,,,,,,,,,,11,,,,,,,Special Education,3/21/2017,Effective+,Effective+,Effective+,"This lesson was in the format of a "" Socratic Seminar."" The Teaching Fellow performed at a high level. He was knowledgeable, he paced properly, his activitiues were rigorous, his class was well behaved, and he assessed throughout the lesson.",Effective+,Effective+,Highly Effective,"The Teaching Fellow' students were very motivated to learn, and they were thouroughly engaged in the seminar. The Fellow provided material tha was conducive to thought provoking lessons.",Effective+,Highly Effective,Effective+,"As previuosly mentioned, this was an engaged group of students. All procedures ran smoothly with no loss of instructional time.",Effective+,This is a growing Fellow who has progressed each time I visit. He is concerned for his students.,Above Average,
243,3/21/2017 17:40,3/21/2017 17:50,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490132429_58d19dcd3514d4.88353797,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,51119,M346,,,,,,,6,,,,,,,,,SETTS,,,Special Education,3/21/2017,N/A,N/A,N/A,Students were completing unfinished Math assignments and organizing their portfolios.  There was no direct instruction today.,Developing,Developing,Developing+,,N/A,N/A,Developing,Students were completing unfinished Math assignments and organizing their portfolios.  There was no instruction in today's lesson.,Developing+,,Below Average,
244,3/21/2017 20:05,3/21/2017 20:12,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490141138_58d1bfd2729ac0.08773056,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",,104.162.83.161,-74.02880096,40.62340164,United States,Brooklyn,NY,11209,1904,Cohort 27,51132,14K488,,,,,,,,,,,,11,12,CTT/ICT,,,,,Special Education,2/13/2017,Developing+,Effective,Effective,,Effective,Effective,Effective,,Developing+,Effective,Effective,,Developing+,,Average,
245,3/21/2017 20:13,3/21/2017 20:24,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490141562_58d1c17ac62102.93200342,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",,104.162.83.161,-74.02880096,40.62340164,United States,Brooklyn,NY,11209,1904,Cohort 27,50576,14K84,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,2/14/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Developing+,Effective,Effective,,Developing+,,Average,
246,3/21/2017 20:24,3/21/2017 20:35,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490142260_58d1c434d66c62.84152841,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",,104.162.83.161,-74.02880096,40.62340164,United States,Brooklyn,NY,11209,1904,Cohort 27,50179,14K488,,,,,,,,,,,,,12,CTT/ICT,,,,,Special Education,2/13/2017,Effective,Effective,Effective,,Effective,Effective+,Effective+,,Developing+,Effective,Effective,,Developing+,,Above Average,
247,3/22/2017 15:07,3/22/2017 15:19,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490209643_58d2cb6b4a2679.66785793,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,173.3.49.59,-73.9240036,40.58330154,United States,Brooklyn,NY,11235,1808,Cohort 27,50149,K529,,,,,,,,,,,10,11,12,,Self-contained,,,,Special Education,3/22/2017,Developing+,Developing+,Effective,"This U.S. History lesson had excellent possibilities. It was presented as a "" Flash Debate"" with this theme: "" Should the Founding Fathers have signed the Constitution?"" Students were to take sides ( Federalists/AntiFederalists. However, this is a Transfer School, and most of the Teaching Fellow's students are low credited because of previous Truancy issues. That said, the Fellow knew that prior knowledge would be weak, but he was not able to connect real world relevance and personal relevance. He will break down this material and deliver it so that his students can relate.",Effective,Effective,Effective,"The procedures were fine, and his students were well behaved. They were ready to learn, but they had a hard time making the connecctions between the Constitution and their lives.",Effective,Developing+,Developing+,"The Teaching Fellow tried asking thought provoking question, but the lack of student prior knowledge hindered responses.",Developing+,The Teaching Fellow will get to work on making lessons relevant to his students' real world and their lives.,Below Average,
248,3/22/2017 15:27,3/22/2017 15:37,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490210824_58d2d008461964.18530676,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,173.3.49.59,-73.9240036,40.58330154,United States,Brooklyn,NY,11235,1808,Cohort 27,51097,K228,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,3/22/2017,Effective,Effective,Effective,"This was a Science lesson entitled, "" How do rocks change."" The Teaching Fellow was effective in delivery because she had a solid knowledge of the subject matter, she used various strategies to connect to a diverse group of students 9 some with severe disabilities), she assessed the entire lesson, she used charts and graphic organizers for differentiation, she asked both convergent and divergent questions, and she paced effectively.",Effective,Effective+,Highly Effective,"The Teaching Fellow's students were extremely well behaved ( three Paraprofessionals in the room), her procedures were fine, and she assessed throughout the lesson.",Effective,Effective,Effective,"This group of students had many profound academic deficiences, but the Teaching Fellow did her best to compensate.",Effective,This is a Teaching Fellow who is progressing. She does care about her students well being.,Average,
249,3/22/2017 19:52,3/22/2017 19:55,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490226721_58d30e21e29f00.21111935,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.3","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.47.68.62,-73.87729645,40.95130157,United States,Yonkers,NY,10701,2072,Cohort 27,50056,09X241,,,,,,,,,,,10,,,,,,,N/A,Special Education,3/22/2017,Effective+,Effective+,Effective+,,Effective+,Effective,Effective,,Effective+,Effective+,Effective+,,Effective+,,Above Average,
250,3/23/2017 11:59,3/23/2017 12:07,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490284788_58d3f0f4505c90.47196492,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,173.3.49.59,-73.9240036,40.58330154,United States,Brooklyn,NY,11235,1808,Cohort 27,50352,K281,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,3/23/2017,Effective+,Effective+,Effective+,"There has been significant growth by the Teaching Fellow. This Math lesson was well planned, and the Fellow's knowledge of the discipline and related concepts was noteworthy. Her students were eager to learn and well behaved.",Effective+,Effective+,Highly Effective,"The learning activities were suitable for the challenging students in her class, and these activities emphasized "" Real World"" problems. Students had to explain how they got their answers. Many students came to the chalk board to solve the rigorous problems presented.",Effective,Effective+,Effective+,"The Teaching Fellow constantly assessed, and she ended this lesson with an "" Exit Ticket.""",Effective+,"This Fellow is a very serious minded teacher, but the kids are fine with this. She has always displayed  concern for her students academic/social well-being.",Above Average,
251,3/24/2017 8:43,3/24/2017 8:50,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490359401_58d5146925b182.24466560,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.108.160.41,-73.99330139,40.76050186,United States,New York,NY,10036,1711,Cohort 27,51149,M435,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,3/15/2017,Effective+,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,,Average,
252,3/24/2017 8:51,3/24/2017 8:59,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490359871_58d5163fcaac55.55362742,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.108.160.41,-73.99330139,40.76050186,United States,New York,NY,10036,1711,Cohort 27,50350,X424,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,3/13/2017,Effective+,Effective,Effective+,,Effective+,Effective+,Effective,,Effective,Effective,Effective+,,Effective+,,Above Average,
253,3/24/2017 8:59,3/24/2017 9:02,Partial,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1490360396_58d5184c979465.36088985,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.108.160.41,-73.99330139,40.76050186,United States,New York,NY,10036,1711,Cohort 27,51187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
