uni,FC_ID,Cohort,C27id,oct_ob_location,oct_Grade,oct_Setting,oct_Subject,oct_obs_date,oct_dom1a,oct_dom1c,oct_dom1e,oct_dom1_comments,oct_dom2b,oct_dom2c,oct_dom2d,oct_dom2_comments,oct_dom3b,oct_dom3c,oct_dom3d,oct_dom3_comments,oct_dom4a,oct_dom4_comments,oct_rel_effect,dom1_avg,dom2_avg,dom3_avg,dom4_avg,FDIoct_overall,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,961,Cohort 27,50562,m374,9,N/A,Science,5-Oct-16,Effective,Effective,Effective+,"Ms. Akingba demonstrated a sound knowledge of Science content, effective instructional strategies that addressed the key issues and ideas in the lesson that led to achieving her instructional objectives for this introductory unit on the Scientific Method.",Effective+,Effective+,Effective+,Ms. Akingba created a vibrant culture for learning in this 9th grade class and demonstrated that she established clear and effective classroom management and behavioral procedures that maximized teaching and learning and minimized disruptive behavior.,Effective+,Effective+,Effective,Ms. Akingba actively engaged her students in learning using a variety of questioning strategies appropriate to the tasks being performed and by checking for understanding periodically during the period.  The class ended without a successful closure or summary and thus she missed an opportunity to assess more deeply the knowledge students acquired during the class.,Effective,"Ms. Akingba seemed quite surprised that her lesson was quite good.  While she did make accurate assessments regarding the lesson's effectiveness, she was less clear on strategies to address the less successful components of the class.",Above Average,4.333333,5,4.666667,4,4.833333,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's University,1781,Cohort 27,50565,Q204,8,Self-contained,Special Education,26-Sep-16,Effective,Effective,Effective,,Developing+,Effective,Effective,,Developing+,Developing+,Developing+,,Developing+,,Average,4,3.666667,3,3,3.333333,,,,,,,,,,,,,,,,,,,,,,,,,
City College,1841,Cohort 27,50566,M311,1,,Bilingual,5-Oct-16,Developing,Developing,Developing,Teacher was aware of the basic concepts of lesson planning and implemented the lesson utilizing suitable materials that were of a moderate cognitive challenge.  Outcomes represented a moderate expectation and rigor.,Developing,Developing,Developing,Standards of conduct were apparent and have been established with a little inconsistency.  Teacher tries to monitor student behavior in a positive manner.  The classroom culture is characterized by a commitment to learning.,Developing,Developing,Developing,The teacher attempted to frame questions to address different levels of the students.  Time management needs to improve since there was little or no time for closure and assessment.  The learning tasks were aligned with the instructional outcomes.,Developing+,Teacher had a generally accurate impression the lesson's effectiveness and the extent to which instructional outcomes were met.  Teacher made general suggestion about how a lesson could be improved and was open to suggestions by the Field Consultant.,Average,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,623,Cohort 27,50568,K667,11,CTT/ICT,Special Education,28-Oct-16,Effective,Developing+,Effective,,Effective,Effective,Effective,,Developing+,Effective,,,Developing+,,Average,3.666667,4,3.5,3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
Lehman College,2002,Cohort 27,50570,11X326,6,N/A,ESL,30-Sep-16,Effective,Developing+,Developing+,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Developing+,,Average,3.333333,4,3.333333,3,3.666667,,,,,,,,,,,,,,,,,,,,,,,,,
City College,2062,Cohort 27,50572,K442,7,N/A,Spanish,24-Oct-16,Effective,Effective,Effective,Teacher had a lesson plan that contained speaking and reading activities at various levels of difficulty. Students used technology to complete one of the activities. ,Effective+,Effective,Effective,About 10 students were talking while teacher was teaching.,Effective,Effective+,Effective,The activity students worked on from their laptops tallied correct and incorrect answers and provided performance data. Teacher discussed data with the class. ,Effective,Mr. Daley discussed how he felt about the lesson. He talked about the elements in his lesson that he would modify.,Average,4,4.333333,4.333333,4,4.333333,,,,,,,,,,,,,,,,,,,,,,,,,
Lehman College,1999,Cohort 27,50573,x509,11,N/A,English,28-Sep-16,Developing,Developing,Developing,"The teacher had a plan for assisting students in establishing a claim but needed more strategies, supports and modeling to develop ideas for writing. Students were asked to provide evidence and explanations but needed modeling and examples to be effective in their writing. The lesson did include a do now and mini lesson but did not include closure that summed up the learning for the period.",Effective,Developing+,Effective,An effective classroom culture has been established where students respect one another and the teacher. The classroom reflects expected standards of conduct that foster student conversation and listening to one another.,Developing,Developing,Developing,"The teacher circulated the room at times to provide feedback and did collect, though not totally successfully, a worksheet with student work so he could assess. There was no rubric that shared expectations of the writing nor student work to model effective expectations.  This is a challenging assignment and his attempt to collect student work reflects his understanding of the importance of assessment.",Developing+,"Mr. Levin carefully reflected on the lesson, feedback from me and discussed next steps.  For teaching less than one month he is committed, caring, a learner with strong potential to develop into an effective teacher.",Average,2,3.666667,2,3,2.833333,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1937,Cohort 27,50574,M135,10,CTT/ICT,Special Education,7-Oct-16,Developing,Developing+,Developing,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing,,Developing+,,Average,2.333333,3,2.666667,3,2.833333,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's University,1798,Cohort 27,50575,M305,10,N/A,Math,30-Oct-16,Developing+,Developing+,Developing+,"Cody was well prepared and made the lesson goals clear using several different techniques. His use of the smart board was deft and effective in presenting the material in a sequential manner. The instructional design utilized the “Workshop Model” ( I do, We do, You do ). Students were given ample time to work collaboratively in a most engaging problem solving activity.",Developing+,Developing+,Developing+,Daily routines and a swift instructional pace keep the behavior issues to a minimum. A positive culture for learning was apparent by the eagerness of the students to contribute to the development of the lesson.,Developing+,Developing+,Developing+,"Student discussions and opinions were solicited throughout the lesson. Inquiry was a staple of Cody’s presentation. Creative activities and student handouts, supplemented by stimulating video help to keep the engagement at a high level.",Developing+,Cody has a strong support system at Urban Assembly as well as two other Fellow in which to interact. He was quite open and reflective during our period long discussion.,Above Average,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1904,Cohort 27,50576,02M372,8,CTT/ICT,Special Education,7-Oct-16,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing,Developing+,Developing+,,Developing,,Average,3,3,2.666667,2,2.833333,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's University,1686,Cohort 27,50578,X265,11,CTT/ICT,English,11-Oct-16,Developing,Developing,Developing,shows understanding of components of this domain,Developing+,Developing+,Effective,monitors students in a positive way; can see that she is respected,Developing,Developing,Developing,"what little was seen during the period, shows promise;  in communicating with her, she understands her role",Developing,she has understanding of what she needs to consider,Below Average,2,3.333333,2,2,2.666667,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter SPED,2039,Cohort 27,50581,x211,6,Self-contained,Special Education,28-Sep-16,Developing+,Developing,Developing,"Instruction was not differentiated for students.  The whole class did the same activity, except for one student who worked with a paraprofessional in the back of the room, isolated from the rest of the class.",Developing+,Developing,Developing+,The teacher had an effective classroom management plan in place that kept the students motivated with extrinsic motivators.  The teacher had some difficulty managing instructional time when classroom materials were not in working order.,Developing,Developing,Developing,"The teacher was not actively assessing students or using previously gathered assessment data.  As a result, little differentiation was taking place and there was a lot of direct instruction taking place.",Developing,The teacher was very overwhelmed  and had difficulty identifying the strengths and weaknesses of the lesson.  She required a lot of guidance as to how to effectively improve instruction.,Average,2.333333,2.666667,2,2,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter SPED,1838,Cohort 27,50582,M187,7,Self-contained,Special Education,11-Oct-16,Developing,Developing,Developing,The aim of the lesson was for students to use textual evidence to support their theories. The aim of the lesson was posted on the board.  it was suggested that a student read the aim aloud for the class. Ernesto had random students answer motivational questions about the main character.,Developing,Developing,Developing,Ernesto reminded students about what appropriate behavior was expected in the class.  He is working on a more formal and consistent management system.  He had one disruptive student leave the class with a para for the Dean's office.,Developing,Developing,Developing,Ernesto periodically stopped  during reading aloud to orally check on comprehension of material.  We discussed ways to guide the students to the correct answer.  We also discussed how more time needed to be allotted for assessment.,Developing+,Ernesto has a positive attitude towards his career as a Special Educator.  He is a role model for his students and feels supported by his Administration.  He appears open to Supervision.,Average,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,2072,Cohort 27,50583,10X045,6,CTT/ICT,Special Education,6-Oct-16,Developing+,Developing,Developing,,Developing,Developing,Developing,,Developing,Developing+,,,Developing+,,Average,2.333333,2,2.5,3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter TESOL,2052,Cohort 27,50584,Q141,6,Self-contained,ESL,22-Sep-16,Effective,Developing+,Developing+,"The candidate demonstrates a solid knowledge of the content and pedagogy, as reflected in her lesson planning and lesson execution. The reading material used was too rigorous for even the advanced students, although the use of several visual aids were used to help with comprehension. The activities were aligned to instructional outcomes, but more differentiation should be evident. ",Highly Effective,Highly Effective,Highly Effective,The candidate's classroom was vibrant and energetic. The students were all engaged and motivated to participate. Classroom routines were evident and students were able to easily transition from activity to activity. Students were well-behaved and self-monitored their conduct. Students were helpful and respectful to each other and to the candidate.,Developing+,Effective,Developing+,"The candidate attempted to ask higher order questions, but should ask more open-ended questions to spark more conversation and discussion. All the students were actively enagaged in learning, even those whose English language skills were minimal. More time could be given for student discussion and group work. Assessments were administered regulalry, but could be more differentiated. Students could self-assess each other. Feedback to students was specific.",Highly Effective,The candidate takes time to self-reflect on her teaching and what did/did not work with in the lesson. The candidate is aware of her strengths and whcih areas she can improve. She takes time to think about her instruction and its effectiveness.,Above Average,3.333333,6,3.333333,6,4.666667,,,,,,,,,,,,,,,,,,,,,,,,,
